TransactionID,SaleDate,SaleTime,CafeName,Branch,CustomerID,ProductID,ProductName,Category,Quantity,UnitPrice_KES,Discount_Pct,TotalAmount_KES,PaymentMethod,StaffID,Rating
TXN-000481,2023-06-02,18:09,Artcafe,CBD,CUST-0472,PRD-017,Blueberry Muffin,Pastry,1,250,0,250,Cash,STF-025,4
TXN-004880,2023-01-31,11:44,ArtCaffe,CBD,CUST-0474,PRD-017,Blueberry Muffin,Pastry,2,250,0,500,mpesa,STF-078,4
TXN-004872,2024-03-12,11:56,Java House,CBD,CUST-0141,PRD-020,scone,Pastry,2,200,0,400,Cash,STF-008,5
TXN-004197,2023-09-06,13:05,Art Caffe,Kilimani,CUST-0252,PRD-007,Macchiato,Coffee,1,320,0,320,visa,STF-025,4
TXN-005983,22/10/2023,06:15,java house,Westside,CUST-0197,PRD-019,Banana Bread,Pastry,5,220,20,880,Cash,STF-008,5
TXN-006791,2023-09-01,20:30,Java House,Westside,CUST-0180,PRD-006,Cold Brew,Coffee,2,420,10,756,visa,STF-047,5
TXN-005282,2024-12-26,20:36,Java House,Milimani,CUST-0118,PRD-004,Latte,Coffee,1,380,0%,,Mastercard,STF-031,1
TXN-002099,2023-12-23,09:19,Art Caffe,CBD,CUST-0053,PRD-012,Green Tea,Tea,2,180,10,324,mpesa,STF-059,5
TXN-004274,01/08/2023,08:06,Art Caffe,CBD,CUST-0398,PRD-006,Cold Brew,Coffee,2,420,0,840,visa,STF-019,5
TXN-009215,2024-07-18,20:59,ArtCaffe,Westlands,CUST-0086,PRD-013,black tea,Tea,1,160,0,160,M-PESA,STF-002,5
TXN-002031,2024-02-13,16:19,java house,Kilimani,CUST-0252,PRD-011,Masala Chai,Tea,2,200,0,400,mpesa,STF-038,4
TXN-004542,2023-10-06,10:40,java house,CBD,CUST-0397,PRD-024,Chicken Wrap,Food,1,600,0,600,Mastercard,STF-078,5
TXN-009548,2023-05-01,07:16,Art Café,Tudor,,PRD-019,Banana Bread,Pastry,1,220,10,198,M-PESA,STF-016,4
TXN-003469,2023-12-18,18:11,Artcafe,CBD,CUST-0342,PRD-006,Cold Brew,Coffee,1,420,0,420,Visa,STF-041,5
TXN-010336,2024-12-10,,Java House,CBD,CUST-0384,PRD-024,Chicken Wrap,FOOD,1,600,0,600,visa,STF-022,4
TXN-001350,2024-04-28,19:15,JAVA HOUSE,CBD,CUST-0327,PRD-012,Green Tea,Tea,1,180,0,180,M-Pesa,STF-062,
TXN-005870,2024-04-01,13:33,ArtCaffe,Tudor,CUST-0349,PRD-029,Watermelon Juice,Juices,1,260,0,260,Cash,STF-068,4
TXN-007553,2023-01-22,13:47,Java House,CBD,CUST-0483,PRD-019,Banana Bread,Pastry,1,220,5%,209,MPESA,STF-035,4
TXN-008303,2023-09-05,11:15,ArtCaffe,Tudor,CUST-0364,PRD-029,Watermelon Juice,Juices,1,260,0%,260,cash,STF-034,5
TXN-009921,2023-07-24,18:43,Art Caffe,Tudor,CUST-0144,PRD-019,Banana Bread,Pastry,3,220,10,594,cash,STF-048,3
TXN-005588,2024-05-14,12:08,Artcafe,CBD,CUST-0040,PRD-006,Cold Brew,Coffee,2,420,5,798,MPESA,STF-056,4
TXN-002514,2024-02-08,19:26,Art Café,CBD,CUST-0436,PRD-012,Green Tea,Tea,2,180,0,360,CASH,STF-077,5
TXN-001607,2023-10-20,07:57,java house,CBD,CUST-0095,PRD-014,Mint Tea,Tea,2,190,0,380,M-PESA,STF-001,5
TXN-009749,2023-10-21,22:44,Art Café,CBD,,PRD-017,Blueberry Muffin,Pastry,1,250,0,250,MPESA,STF-066,3
TXN-007593,2023-05-14,11:40,Java House,CBD,CUST-0235,PRD-011,Masala Chai,Tea,5,200,0,1000,MPESA,STF-013,5
TXN-006701,2024-07-28,19:02,Art Caffe,CBD,CUST-0493,PRD-026,Orange Juice,Juices,2,300,10,540,Visa,STF-028,4
TXN-000715,2023-06-19,10:13,Artcafe,CBD,CUST-0051,PRD-014,Mint Tea,Tea,3,190,0,570,Cash,STF-064,4
TXN-006490,2024-09-29,13:07,Art Caffe,Westside,,PRD-006,Cold Brew,Coffee,2,420,10,756,mpesa,STF-050,4
TXN-007925,2024-04-05,17:07,Art Café,CBD,CUST-0348,PRD-019,Banana Bread,Pastry,1,220,0,220,M-PESA,STF-041,4
TXN-010375,2023-08-06,18:29,Art Caffe,Nyali,CUST-0144,PRD-007,Macchiato,Coffee,1,320,0,320,MPESA,STF-014,3
TXN-003393,26/04/2023,07:06,ArtCaffe,CBD,CUST-0341,PRD-003,Cappuccino,Coffee,3,350,0%,1050,MPESA,STF-034,5
TXN-008728,2024-11-05,11:42,Art Caffe,CBD,CUST-0083,PRD-003,Cappuccino,Coffee,1,350,0,350,MPESA,STF-078,4
TXN-010362,2024-01-11,22:16,Art Caffe,Tudor,CUST-0167,PRD-019,Banana Bread,Pastry,1,220,15,187,visa,STF-060,5
TXN-004769,2024-12-10,06:31,java house,CBD,CUST-0042,PRD-024,Chicken Wrap,Food,2,600,20,960,visa,STF-006,5
TXN-005215,2023-10-25,15:11,Java House,CBD,CUST-0069,PRD-012,Green Tea,Tea,1,110,0,110,visa,STF-036,5
TXN-003483,2024-04-21,11:37,Java House,CBD,CUST-0132,PRD-001,Espresso,Coffee,1,250,5%,237.5,visa,STF-026,5
TXN-005891,2024-12-14,15:04,Art Caffe,CBD,CUST-0176,PRD-005,Flat White,COFFEE,-1,360,15,306,Mastercard,STF-039,5
TXN-002465,2024-07-24,10:27,Art Café,CBD,CUST-0040,PRD-016,Croissant,PASTRY,1,280,0,280,mpesa,STF-032,3
TXN-001617,2023-02-14,08:21,Art Caffe,CBD,CUST-0245,PRD-004,latte,Coffee,3,380,5,1083,M-Pesa,STF-010,5
TXN-006358,2023-04-13,22:27,ArtCaffe,CBD,CUST-0345,PRD-007,Macchiato,Coffee,5,320,5,1520,M-Pesa,STF-007,5
TXN-006968,2024-10-31,08:41,JAVA HOUSE,Tudor,CUST-0062,PRD-024,Chicken Wrap,FOOD,1,600,0,,cash,STF-045,4
TXN-001447,2023-02-02,20:35,Art Caffe,CBD,CUST-0408,PRD-010,Lungo,Coffee,2,270,5,513,Cash,STF-017,4
TXN-009504,2023-09-25,13:06,ArtCaffe,CBD,CUST-0324,PRD-021,Club Sandwich,Food,1,650,5,617.5,M-PESA,STF-072,5
TXN-001021,2023-01-06,16:09,JAVA HOUSE,CBD,CUST-0103,PRD-016,Croissant,Pastry,1,280,0,280,M-PESA,STF-077,5
TXN-000706,2024-05-10,21:07,Java House,CBD,CUST-0191,PRD-010,Lungo,Coffee,1,270,0,270,visa,STF-044,5
TXN-010212,2023-12-02,22:54,Java House,CBD,,PRD-003,Cappuccino,Coffee,2,350,0,700,cash,STF-022,4
TXN-006301,2023-03-09,19:15,Artcafe,CBD,CUST-0276,PRD-005,Flat White,Coffee,1,360,0,360,Cash,STF-044,
TXN-002070,2024-02-29,12:58,java house,CBD,CUST-0323,PRD-026,Orange Juice,Juices,1,300,15,,CASH,STF-049,5
TXN-003039,2024-08-16,06:57,Art Caffe,CBD,CUST-0240,PRD-026,Orange Juice,Juices,4,300,0,1200,Cash,STF-074,2
TXN-003412,2024-04-13,20:16,Java House,Tudor,CUST-0437,PRD-013,Black Tea,Tea,3,160,0,480,Visa,STF-053,
TXN-005015,2024-12-02,13:38,Java House,CBD,CUST-0196,PRD-012,Green Tea,Tea,1,180,0,180,Cash,STF-055,5
TXN-009549,2024-11-29,,java house,CBD,CUST-0139,PRD-011,Masala Chai,Tea,1,200,0,200,CASH,STF-056,5
TXN-001567,2024-06-24,07:44,JAVA HOUSE,CBD,CUST-0135,PRD-017,Blueberry Muffin,Pastry,2,250,0,500,M-PESA,STF-034,3
TXN-000909,2023-01-04,16:38,Art Caffe,CBD,CUST-0475,PRD-010,Lungo,Coffee,2,270,5,513,M-PESA,STF-004,3
TXN-009932,2024-09-28,06:47,ArtCaffe,CBD,CUST-0214,PRD-017,Blueberry Muffin,Pastry,3,250,0,750,CASH,STF-067,3
TXN-003264,2024-10-21,15:18,JAVA HOUSE,CBD,CUST-0304,PRD-001,espresso,Coffee,5,250,0,1250,Cash,STF-080,5
TXN-008724,2024-12-15,19:24,Java House,CBD,CUST-0270,PRD-020,scone,Pastry,1,200,0,200,Cash,STF-065,4
TXN-006523,2023-03-30,16:05,ArtCaffe,Westside,CUST-0299,PRD-033,Strawberry Shake,Shakes,1,430,0,430,Visa,STF-072,4
TXN-001784,2024-08-04,13:09,Java House,CBD,CUST-0337,PRD-016,Croissant,Pastry,1,280,0,280,M-PESA,STF-005,5
TXN-003571,2024-03-03,,Java House,CBD,CUST-0022,PRD-013,Black Tea,Tea,2,160,5,304,MPESA,STF-023,1
TXN-008441,2023-04-09,12:51,Artcafe,CBD,CUST-0187,PRD-005,Flat White,Coffee,3,360,10,972,MPESA,STF-017,4
TXN-002019,2023-09-04,09:53,Java House,CBD,CUST-0249,PRD-014,Mint Tea,Tea,3,190,0,570,Cash,STF-036,4
TXN-006070,05/08/2024,22:07,Art Café,Milimani,CUST-0403,PRD-005,Flat White,Coffee,2,360,0,720,M-Pesa,STF-030,3
TXN-010028,2023-12-10,15:34,Art Caffe,CBD,,PRD-013,Black Tea,Tea,2,160,15,,CASH,STF-036,4
TXN-000595,2024-04-15,19:53,Artcafe,Westside,CUST-0498,PRD-022,Eggs Benedict,Food,2,1100,0,2200,Visa,STF-012,4
TXN-001559,2023-12-24,16:16,Art Café,CBD,CUST-0136,PRD-026,Orange Juice,Juices,1,360,0,360,mpesa,STF-044,3
TXN-007911,2024-01-25,,ArtCaffe,CBD,CUST-0340,PRD-013,Black Tea,Tea,1,160,0,160,MPESA,STF-012,4
TXN-000441,2024-09-07,07:25,Artcafe,CBD,CUST-0025,PRD-026,Orange Juice,Juices,1,300,15,,Visa,STF-019,5
TXN-004881,2024-06-24,22:39,JAVA HOUSE,CBD,CUST-0131,PRD-001,Espresso,Coffee,1,220,0,220,cash,STF-040,4
TXN-005639,2024-03-11,18:08,Art Café,CBD,CUST-0188,PRD-022,Eggs Benedict,Food,1,750,10,675,Visa,STF-049,5
TXN-005317,2023-05-13,22:46,Art Café,CBD,CUST-0004,PRD-010,Lungo,Coffee,1,270,0,270,M-PESA,STF-056,4
TXN-004699,2023-04-15,15:24,JAVA HOUSE,Kilimani,CUST-0415,PRD-031,Chocolate Shake,Shakes,1,450,0,450,mpesa,STF-051,5
TXN-004383,2024-10-08,12:51,JAVA HOUSE,CBD,CUST-0393,PRD-016,Croissant,Pastry,2,280,0,560,CASH,STF-018,4
TXN-008631,2023-07-03,12:02,Art Caffe,CBD,CUST-0041,PRD-033,Strawberry Shake,Shakes,2,430,10,774,M-Pesa,STF-054,5
TXN-000011,27/12/2023,21:37,Java House,CBD,,PRD-008,mocha,Coffee,3,780,0,2340,visa,STF-019,5
TXN-003054,2024-01-15,20:20,Art Caffe,CBD,CUST-0490,PRD-009,Iced Latte,COFFEE,2,400,0,800,Cash,STF-002,5
TXN-002944,2024-04-22,16:42,Art Café,CBD,CUST-0054,PRD-015,Chamomile,Tea,1,200,0,200,visa,STF-006,5
TXN-002109,2023-11-16,10:37,Art Café,CBD,CUST-0226,PRD-008,Mocha,Coffee,1,400,0,400,cash,STF-036,3
TXN-008638,2023-11-05,13:03,Art Caffe,CBD,CUST-0097,PRD-026,Orange Juice,Juices,1,300,20,240,Cash,STF-067,5
TXN-000094,2023-09-21,13:01,Artcafe,CBD,,PRD-008,Mocha,Coffee,3,400,0,1200,M-PESA,STF-022,
TXN-004763,2023-03-18,22:06,Art Caffe,CBD,CUST-0266,PRD-018,Cinnamon Roll,Pastry,1,300,0,300,cash,STF-030,4
TXN-008380,2024-01-18,07:09,java house,CBD,CUST-0179,PRD-024,Chicken Wrap,Food,1,600,5,570,M-PESA,STF-041,5
TXN-006640,2023-01-01,20:18,Art Caffe,CBD,CUST-0472,PRD-010,Lungo,Coffee,1,270,0,270,CASH,STF-070,5
TXN-007622,2023-10-06,06:38,JAVA HOUSE,Tudor,CUST-0364,PRD-010,Lungo,Coffee,1,270,20,216,CASH,STF-068,4
TXN-005501,2023-01-26,16:39,JAVA HOUSE,CBD,CUST-0278,PRD-023,Avocado Toast,Food,1,580,0,580,CASH,STF-043,4
TXN-005425,2024-02-06,21:46,JAVA HOUSE,WESTSIDE,CUST-0209,PRD-023,Avocado Toast,Food,1,580,0%,580,Visa,STF-069,5
TXN-004255,2024-04-16,13:30,Artcafe,Lavington,CUST-0458,PRD-018,Cinnamon Roll,Pastry,1,300,0,300,MPESA,STF-015,2
TXN-008363,2024-07-28,14:23,ArtCaffe,Lavington,CUST-0028,PRD-009,Iced Latte,Coffee,1,400,0,400,MPESA,STF-050,5
TXN-000293,2024-10-20,09:51,Art Caffe,CBD,CUST-0328,PRD-023,Avocado Toast,Food,3,580,0,1740,Visa,STF-013,4
TXN-000789,2024-12-17,12:11,Art Café,Karen,CUST-0202,PRD-023,Avocado Toast,Food,1,580,0,580,MPESA,STF-044,3
TXN-007262,2024-08-07,22:28,Java House,CBD,CUST-0077,PRD-015,Chamomile,Tea,1,200,5,190,Visa,STF-013,5
TXN-002964,2023-06-14,20:18,Java House,Westside,CUST-0015,PRD-027,Passion Fruit,Juices,1,280,5,266,mpesa,STF-034,
TXN-009667,2024-05-10,17:11,Art Caffe,CBD,CUST-0338,PRD-027,Passion Fruit,Juices,1,280,0,280,mpesa,STF-056,4
TXN-006322,2023-09-21,13:03,JAVA HOUSE,CBD,CUST-0430,PRD-026,Orange Juice,Juices,5,300,0,1500,visa,STF-077,2
TXN-003602,2023-11-03,06:33,Art Caffe,CBD,CUST-0141,PRD-018,Cinnamon Roll,Pastry,4,300,5,1140,M-Pesa,STF-076,5
TXN-002192,10/12/2024,12:54,Art Caffe,CBD,CUST-0079,PRD-008,Mocha,Coffee,2,400,0,800,cash,STF-077,5
TXN-005088,2023-03-24,10:37,Art Caffe,Westside,CUST-0203,PRD-006,Cold Brew,Coffee,1,420,0,420,visa,STF-078,4
TXN-005160,2023-09-11,18:39,Java House,CBD,CUST-0177,PRD-006,cold brew,Coffee,1,420,10,378,visa,STF-020,4
TXN-010351,2024-01-28,15:50,Art Caffe,CBD,,PRD-003,Cappuccino,Coffee,1,350,20,280,visa,STF-063,4
TXN-010398,2024-10-20,16:15,ArtCaffe,CBD,CUST-0318,PRD-031,Chocolate Shake,Shakes,1,450,0,450,MPESA,STF-039,5
TXN-001319,2023-10-23,11:19,Java House,CBD,,PRD-022,Eggs Benedict,Food,2,750,10,1350,M-Pesa,STF-068,4
TXN-009013,2023-02-06,11:02,Java House,CBD,CUST-0485,PRD-030,Green Smoothie,Juices,2,350,0,700,CASH,STF-036,3
TXN-010483,2024-09-24,11:11,Java House,CBD,CUST-0042,PRD-028,Mango Juice,Juices,2,290,20,464,visa,STF-061,5
TXN-005124,2023-07-18,10:13,Artcafe,Milimani,CUST-0117,PRD-024,Chicken Wrap,Food,1,600,0,,cash,STF-052,3
TXN-003234,2023-02-13,14:29,Java House,CBD,CUST-0494,PRD-011,Masala Chai,Tea,3,200,15,510,CASH,STF-017,5
TXN-002155,2024-03-27,16:59,ArtCaffe,Nyali,CUST-0246,PRD-005,Flat White,Coffee,3,360,10,972,CASH,STF-007,5
TXN-009967,31/08/2024,09:32,Art Caffe,CBD,CUST-0127,PRD-011,Masala Chai,Tea,2,200,0,400,Mastercard,STF-047,4
TXN-010472,2024-06-21,09:53,Art Caffe,CBD,CUST-0355,PRD-001,Espresso,Coffee,4,250,0,1000,mpesa,STF-016,4
TXN-008973,2024-06-03,09:15,JAVA HOUSE,CBD,CUST-0017,PRD-030,Green Smoothie,Juices,2,230,0,460,CASH,STF-067,5
TXN-008851,2024-11-27,07:47,java house,CBD,CUST-0284,PRD-003,Cappuccino,Coffee,1,350,0,350,Visa,STF-037,5
TXN-004247,2024-04-24,18:55,java house,Milimani,CUST-0100,PRD-008,Mocha,Coffee,2,400,0,800,MPESA,STF-010,4
TXN-008722,2024-01-29,06:47,JAVA HOUSE,CBD,CUST-0408,PRD-019,Banana Bread,Pastry,1,220,15,187,Cash,STF-079,4
TXN-008538,2023-01-20,19:51,Artcafe,CBD,CUST-0015,PRD-026,Orange Juice,Juices,1,300,0,300,Mastercard,STF-023,4
TXN-009437,2024-11-13,20:12,JAVA HOUSE,Nyali,CUST-0060,PRD-029,Watermelon Juice,Juices,1,260,0,260,mpesa,STF-058,3
TXN-008949,2024-07-31,20:35,Artcafe,CBD,CUST-0398,PRD-026,Orange Juice,Juices,3,220,0,660,visa,STF-063,4
TXN-004636,2023-08-30,20:46,Art Café,CBD,CUST-0108,PRD-028,Mango Juice,Juices,2,290,10,522,MPESA,STF-016,3
TXN-006912,2023-08-14,22:08,JAVA HOUSE,CBD,CUST-0445,PRD-021,Club Sandwich,Food,1,650,5,617.5,cash,STF-016,3
TXN-003762,2024-01-04,21:15,java house,CBD,CUST-0453,PRD-020,Scone,Pastry,1,200,0,200,Cash,STF-051,2
TXN-005748,2023-02-21,12:51,Java House,Upperhill,,PRD-030,Green Smoothie,Juices,1,350,5,332.5,CASH,STF-067,
TXN-003470,2023-06-30,11:02,java house,CBD,CUST-0243,PRD-007,Macchiato,Coffee,4,320,10,1152,M-PESA,STF-057,4
TXN-008262,2023-07-19,10:20,Art Café,Tudor,,PRD-019,Banana Bread,Pastry,1,220,0,220,Cash,STF-026,5
TXN-007245,2024-08-01,11:14,Java House,Nyali,,PRD-007,Macchiato,Coffee,2,320,0,640,Cash,STF-024,5
TXN-007657,2024-09-16,17:00,java house,CBD,CUST-0495,PRD-025,Caesar Salad,Food,2,550,0,,Visa,STF-017,5
TXN-003992,2024-02-08,19:39,Java House,CBD,,PRD-027,Passion Fruit,Juices,1,280,0,280,mpesa,STF-040,3
TXN-002693,2024-08-31,13:35,Art Caffe,CBD,CUST-0202,PRD-002,Americano,COFFEE,1,280,5,266,visa,STF-038,4
TXN-005080,2024-09-22,,ArtCaffe,CBD,CUST-0216,PRD-006,Cold Brew,Coffee,1,420,0,420,mpesa,STF-067,3
TXN-002086,04/02/2024,14:34,Art Caffe,CBD,CUST-0107,PRD-032,Vanilla Shake,Shakes,1,420,20,336,mpesa,STF-079,4
TXN-007707,2023-02-05,18:48,Art Caffe,Westside,CUST-0061,PRD-002,Americano,Coffee,1,280,0,280,MPESA,STF-018,4
TXN-008858,2024-11-26,15:15,Art Caffe,CBD,CUST-0146,PRD-008,Mocha,Coffee,1,400,10,360,Visa,STF-004,3
TXN-000838,2023-08-20,06:31,Artcafe,CBD,CUST-0015,PRD-021,Club Sandwich,Food,1,650,0,650,visa,STF-020,4
TXN-007937,2024-10-05,14:49,Java House,Westlands,CUST-0002,PRD-019,Banana Bread,Pastry,3,220,0,660,Visa,STF-033,4
TXN-003080,2024-03-10,13:04,Art Café,Milimani,CUST-0403,PRD-021,Club Sandwich,Food,1,650,0,650,CASH,STF-001,4
TXN-007439,2023-01-28,11:58,Art Caffe,CBD,CUST-0482,PRD-007,macchiato,Coffee,2,320,10,576,visa,STF-043,5
TXN-002253,2023-03-24,16:38,JAVA HOUSE,CBD,CUST-0050,PRD-024,Chicken Wrap,Food,2,600,0,1200,Mastercard,STF-018,5
TXN-000228,2024-03-18,09:51,JAVA HOUSE,Milimani,CUST-0100,PRD-009,Iced Latte,Coffee,2,400,0,800,M-PESA,STF-030,5
TXN-009297,2024-02-09,10:42,Art Café,Tudor,CUST-0234,PRD-010,Lungo,COFFEE,2,270,0,540,cash,STF-010,3
TXN-005236,2024-06-26,11:06,Artcafe,CBD,CUST-0145,PRD-017,Blueberry Muffin,Pastry,5,250,5,1187.5,mpesa,STF-054,2
TXN-003935,2024-06-22,09:24,Java House,CBD,CUST-0225,PRD-009,Iced Latte,Coffee,1,400,0,400,M-Pesa,STF-051,5
TXN-004869,2024-01-19,15:45,java house,Westlands,CUST-0163,PRD-001,Espresso,Coffee,2,250,0,500,Visa,STF-032,3
TXN-004227,2023-06-21,09:00,Java House,Karen,CUST-0057,PRD-006,Cold Brew,Coffee,2,420,0,840,Visa,STF-021,4
TXN-005724,2024-11-23,20:11,Java House,Nyali,,PRD-020,Scone,Pastry,2,200,0,400,MPESA,STF-024,5
TXN-007107,2023-06-25,12:18,Art Caffe,CBD,CUST-0289,PRD-032,Vanilla Shake,Shakes,2,420,0,840,M-PESA,STF-054,3
TXN-006190,2024-07-19,16:19,Art Café,Milimani,CUST-0100,PRD-007,Macchiato,Coffee,1,320,0,320,MPESA,STF-044,3
TXN-008359,2024-12-06,22:45,Java House,CBD,CUST-0198,PRD-022,Eggs Benedict,Food,1,750,0,750,CASH,STF-038,5
TXN-005668,2023-11-11,20:12,JAVA HOUSE,Westside,CUST-0423,PRD-007,Macchiato,Coffee,1,320,15,272,Visa,STF-015,5
TXN-000158,19/03/2023,06:46,Art Caffe,CBD,CUST-0125,PRD-002,Americano,Coffee,1,280,0,280,M-Pesa,STF-014,5
TXN-003711,2023-03-02,22:52,Java House,Lavington,CUST-0158,PRD-006,Cold Brew,Coffee,3,420,0,1260,Visa,STF-070,3
TXN-010044,2023-04-22,14:18,Java House,Westside,CUST-0235,PRD-002,Americano,Coffee,1,280,0,280,mpesa,STF-043,4
TXN-004182,2023-12-01,18:46,JAVA HOUSE,CBD,CUST-0351,PRD-014,mint tea,Tea,1,190,0%,190,Visa,STF-012,4
TXN-008362,2024-08-07,14:29,Java House,CBD,,PRD-019,Banana Bread,Pastry,4,220,0,880,Mastercard,STF-080,4
TXN-001442,2024-11-26,18:48,Java House,CBD,CUST-0192,PRD-014,Mint Tea,Tea,1,190,5,180.5,CASH,STF-053,4
TXN-006081,2024-01-11,22:56,Art Caffe,Westlands,,PRD-020,Scone,Pastry,1,200,5,190,visa,STF-036,
TXN-005169,12/04/2023,19:00,Java House,Nyali,CUST-0292,PRD-023,Avocado Toast,Food,2,580,0,1160,CASH,STF-001,4
TXN-005683,2024-01-30,20:47,Art Caffe,CBD,CUST-0331,PRD-009,Iced Latte,Coffee,-2,400,0,800,mpesa,STF-032,2
TXN-000701,2024-01-02,16:48,Artcafe,CBD,CUST-0300,PRD-021,Club Sandwich,Food,1,650,5,617.5,MPESA,STF-032,4
TXN-004939,2024-04-08,11:04,Artcafe,CBD,CUST-0171,PRD-008,Mocha,Coffee,4,400,10,1440,M-PESA,STF-025,4
TXN-003317,2024-04-28,11:31,Java House,Milimani,CUST-0370,PRD-006,Cold Brew,Coffee,1,420,0,420,visa,STF-023,4
TXN-005378,2023-08-08,14:36,Java House,CBD,CUST-0492,PRD-001,Espresso,Coffee,1,250,0,250,visa,STF-064,4
TXN-006680,2024-03-31,,Java House,CBD,CUST-0345,PRD-011,Masala Chai,Tea,2,200,0,400,M-PESA,STF-007,3
TXN-008438,2023-11-04,18:48,Java House,CBD,CUST-0487,PRD-018,Cinnamon Roll,Pastry,2,300,0,600,cash,STF-014,3
TXN-009241,2023-10-27,09:38,Java House,CBD,,PRD-009,Iced Latte,Coffee,4,400,5,1520,visa,STF-024,4
TXN-004908,2023-07-25,12:55,Java House,CBD,CUST-0445,PRD-015,Chamomile,TEA,-2,200,0,400,Visa,STF-023,5
TXN-006577,2024-04-28,12:40,Java House,Karen,CUST-0487,PRD-001,Espresso,Coffee,2,430,5,817,M-PESA,STF-045,4
TXN-004706,2023-05-12,11:41,Java House,CBD,CUST-0112,PRD-020,Scone,Pastry,5,140,0,700,M-Pesa,STF-077,4
TXN-004378,2023-08-03,22:47,Java House,Milimani,CUST-0242,PRD-025,Caesar Salad,Food,1,550,10,495,M-PESA,STF-026,4
TXN-006132,2024-09-27,20:03,Java House,CBD,CUST-0433,PRD-025,Caesar Salad,Food,1,550,0,550,M-PESA,STF-072,3
TXN-008422,2024-10-08,13:53,ArtCaffe,CBD,CUST-0188,PRD-026,Orange Juice,Juices,1,300,0,300,M-Pesa,STF-052,3
TXN-008075,2023-07-01,07:11,JAVA HOUSE,CBD,CUST-0219,PRD-006,Cold Brew,Coffee,2,420,5,798,Cash,STF-036,4
TXN-002128,2023-01-06,17:43,java house,CBD,CUST-0174,PRD-016,Croissant,Pastry,1,280,0,280,mpesa,STF-035,
TXN-010080,2024-12-06,15:07,Art Caffe,CBD,CUST-0001,PRD-010,Lungo,Coffee,3,350,0,1050,Cash,STF-075,3
TXN-010485,2023-09-20,20:08,Java House,CBD,CUST-0024,PRD-020,Scone,Pastry,4,200,5,760,CASH,STF-054,5
TXN-005708,2024-12-06,11:31,java house,CBD,CUST-0148,PRD-016,Croissant,Pastry,1,210,0,210,visa,STF-061,5
TXN-009193,2024-09-11,16:47,Art Café,CBD,CUST-0090,PRD-012,Green Tea,Tea,1,180,20,,M-PESA,STF-062,5
TXN-007177,2024-10-26,18:12,ArtCaffe,CBD,,PRD-007,Macchiato,Coffee,1,320,0,320,Visa,STF-048,5
TXN-004374,2024-02-10,,Art Café,CBD,CUST-0430,PRD-008,Mocha,Coffee,1,400,20,320,Cash,STF-047,5
TXN-002499,2023-09-17,21:10,Art Café,CBD,,PRD-008,Mocha,Coffee,1,400,0,400,CASH,STF-050,
TXN-008460,2024-11-21,14:11,Java House,CBD,CUST-0187,PRD-021,Club Sandwich,Food,-2,650,0,1300,cash,STF-068,5
TXN-002471,2024-03-22,15:48,Java House,CBD,CUST-0093,PRD-016,Croissant,Pastry,1,280,5,266,Visa,STF-056,4
TXN-006365,2023-02-21,20:06,Java House,Nyali,CUST-0056,PRD-025,Caesar Salad,Food,3,550,15,1402.5,MPESA,STF-075,5
TXN-006685,2024-08-22,08:51,Java House,CBD,CUST-0024,PRD-011,Masala Chai,Tea,1,200,0,200,CASH,STF-011,3
TXN-001403,2023-08-27,06:11,Java House,CBD,CUST-0291,PRD-018,Cinnamon Roll,Pastry,4,300,0,1200,mpesa,STF-006,3
TXN-001544,2024-11-15,,Java House,CBD,CUST-0423,PRD-005,Flat White,Coffee,2,360,10,648,CASH,STF-059,5
TXN-006136,2023-05-03,17:06,Art Caffe,Karen,CUST-0487,PRD-006,Cold Brew,Coffee,1,420,0,420,CASH,STF-012,
TXN-004673,2024-02-03,,java house,CBD,CUST-0268,PRD-009,Iced Latte,Coffee,1,400,10,360,Cash,STF-001,5
TXN-004958,2023-02-10,18:02,Art Caffe,Nyali,CUST-0039,PRD-020,Scone,Pastry,1,100,0,100,Visa,STF-007,2
TXN-003838,2024-09-22,12:21,ArtCaffe,Westside,CUST-0004,PRD-021,Club Sandwich,Food,1,650,0,650,M-PESA,STF-022,1
TXN-005834,2023-08-28,22:25,Java House,CBD,CUST-0389,PRD-007,Macchiato,Coffee,1,320,5,304,visa,STF-025,
TXN-009084,2023-09-07,18:30,Java House,CBD,CUST-0157,PRD-020,Scone,Pastry,2,200,0,400,Cash,STF-068,3
TXN-006801,2023-03-09,06:00,Artcafe,CBD,,PRD-007,Macchiato,Coffee,1,320,0,320,M-PESA,STF-008,5
TXN-006389,2024-06-25,14:51,Java House,CBD,CUST-0359,PRD-017,Blueberry Muffin,Pastry,1,250,0,250,visa,STF-072,5
TXN-009914,2023-09-26,10:25,Art Caffe,Upperhill,CUST-0044,PRD-005,Flat White,Coffee,2,360,0,720,visa,STF-020,5
TXN-007690,2023-12-24,11:36,Art Caffe,CBD,CUST-0118,PRD-007,Macchiato,Coffee,1,320,0,320,cash,STF-039,5
TXN-008501,2024-11-21,12:00,Java House,Tudor,CUST-0249,PRD-011,Masala Chai,Tea,1,200,0,200,MPESA,STF-008,4
TXN-010186,2023-12-26,17:53,Art Café,CBD,CUST-0137,PRD-029,Watermelon Juice,Juices,3,260,15,663,cash,STF-064,5
TXN-000604,2024-09-08,08:47,Art Café,CBD,CUST-0102,PRD-021,Club Sandwich,Food,1,650,0,650,CASH,STF-035,4
